"LAST_DAY","DESCRIPTION","Period","Period (Proper)","FISCAL_YEAR","FISCAL_QTR","FISCAL_MONTH","FISCAL_WEEK","WEEK_DAY","FISCAL_MONTH_NO","TOTAL_WKS_IN_FIS_MTH","FISCAL_WK_IN_MTH_NO","CAL_YEAR","CAL_QTR","WORK_DAY_FLAG"
"2022-07-06","7/6/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK10,We,3,4,1,CY2022,Q3,Y
"2022-07-07","7/7/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK10,Th,3,4,1,CY2022,Q3,Y
"2022-07-08","7/8/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK10,Fr,3,4,1,CY2022,Q3,Y
"2022-07-09","7/9/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Sa,3,4,2,CY2022,Q3,N
"2022-07-10","7/10/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Su,3,4,2,CY2022,Q3,N
"2022-07-11","7/11/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Mo,3,4,2,CY2022,Q3,Y
"2022-07-12","7/12/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Tu,3,4,2,CY2022,Q3,Y
"2022-07-13","7/13/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,We,3,4,2,CY2022,Q3,Y
"2022-07-14","7/14/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Th,3,4,2,CY2022,Q3,Y
"2022-07-15","7/15/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK11,Fr,3,4,2,CY2022,Q3,Y
"2022-07-16","7/16/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Sa,3,4,3,CY2022,Q3,N
"2022-07-17","7/17/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Su,3,4,3,CY2022,Q3,N
"2022-07-18","7/18/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Mo,3,4,3,CY2022,Q3,Y
"2022-07-19","7/19/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Tu,3,4,3,CY2022,Q3,Y
"2022-07-20","7/20/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,We,3,4,3,CY2022,Q3,Y
"2022-07-21","7/21/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Th,3,4,3,CY2022,Q3,Y
"2022-07-22","7/22/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK12,Fr,3,4,3,CY2022,Q3,Y
"2022-07-23","7/23/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Sa,3,4,4,CY2022,Q3,N
"2022-07-24","7/24/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Su,3,4,4,CY2022,Q3,N
"2022-07-25","7/25/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Mo,3,4,4,CY2022,Q3,Y
"2022-07-26","7/26/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Tu,3,4,4,CY2022,Q3,Y
"2022-07-27","7/27/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,We,3,4,4,CY2022,Q3,Y
"2022-07-28","7/28/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Th,3,4,4,CY2022,Q3,Y
"2022-07-29","7/29/2022",FY23 03 JUL,FY23 03 Jul,FY2023,Q1,JUL,WK13,Fr,3,4,4,CY2022,Q3,Y
"2022-07-30","7/30/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Sa,4,4,1,CY2022,Q3,N
"2022-07-31","7/31/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Su,4,4,1,CY2022,Q3,N
"2022-08-01","8/1/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Mo,4,4,1,CY2022,Q3,Y
"2022-08-02","8/2/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Tu,4,4,1,CY2022,Q3,Y
"2022-08-03","8/3/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,We,4,4,1,CY2022,Q3,Y
"2022-08-04","8/4/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Th,4,4,1,CY2022,Q3,Y
"2022-08-05","8/5/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK14,Fr,4,4,1,CY2022,Q3,Y
"2022-08-06","8/6/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Sa,4,4,2,CY2022,Q3,N
"2022-08-07","8/7/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Su,4,4,2,CY2022,Q3,N
"2022-08-08","8/8/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Mo,4,4,2,CY2022,Q3,Y
"2022-08-09","8/9/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Tu,4,4,2,CY2022,Q3,Y
"2022-08-10","8/10/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,We,4,4,2,CY2022,Q3,Y
"2022-08-11","8/11/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Th,4,4,2,CY2022,Q3,Y
"2022-08-12","8/12/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK15,Fr,4,4,2,CY2022,Q3,Y
"2022-08-13","8/13/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Sa,4,4,3,CY2022,Q3,N
"2022-08-14","8/14/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Su,4,4,3,CY2022,Q3,N
"2022-08-15","8/15/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Mo,4,4,3,CY2022,Q3,Y
"2022-08-16","8/16/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Tu,4,4,3,CY2022,Q3,Y
"2022-08-17","8/17/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,We,4,4,3,CY2022,Q3,Y
"2022-08-18","8/18/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Th,4,4,3,CY2022,Q3,Y
"2022-08-19","8/19/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK16,Fr,4,4,3,CY2022,Q3,Y
"2022-08-20","8/20/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Sa,4,4,4,CY2022,Q3,N
"2022-08-21","8/21/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Su,4,4,4,CY2022,Q3,N
"2022-08-22","8/22/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Mo,4,4,4,CY2022,Q3,Y
"2022-08-23","8/23/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Tu,4,4,4,CY2022,Q3,Y
"2022-08-24","8/24/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,We,4,4,4,CY2022,Q3,Y
"2022-08-25","8/25/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Th,4,4,4,CY2022,Q3,Y
"2022-08-26","8/26/2022",FY23 04 AUG,FY23 04 Aug,FY2023,Q2,AUG,WK17,Fr,4,4,4,CY2022,Q3,Y
"2022-08-27","8/27/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Sa,5,5,1,CY2022,Q3,N
"2022-08-28","8/28/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Su,5,5,1,CY2022,Q3,N
"2022-08-29","8/29/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Mo,5,5,1,CY2022,Q3,Y
"2022-08-30","8/30/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Tu,5,5,1,CY2022,Q3,Y
"2022-08-31","8/31/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,We,5,5,1,CY2022,Q3,Y
"2022-09-01","9/1/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Th,5,5,1,CY2022,Q3,Y
"2022-09-02","9/2/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK18,Fr,5,5,1,CY2022,Q3,Y
"2022-09-03","9/3/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Sa,5,5,2,CY2022,Q3,N
"2022-09-04","9/4/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Su,5,5,2,CY2022,Q3,N
"2022-09-05","9/5/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Mo,5,5,2,CY2022,Q3,Y
"2022-09-06","9/6/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Tu,5,5,2,CY2022,Q3,Y
"2022-09-07","9/7/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,We,5,5,2,CY2022,Q3,Y
"2022-09-08","9/8/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Th,5,5,2,CY2022,Q3,Y
"2022-09-09","9/9/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK19,Fr,5,5,2,CY2022,Q3,Y
"2022-09-10","9/10/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Sa,5,5,3,CY2022,Q3,N
"2022-09-11","9/11/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Su,5,5,3,CY2022,Q3,N
"2022-09-12","9/12/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Mo,5,5,3,CY2022,Q3,Y
"2022-09-13","9/13/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Tu,5,5,3,CY2022,Q3,Y
"2022-09-14","9/14/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,We,5,5,3,CY2022,Q3,Y
"2022-09-15","9/15/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Th,5,5,3,CY2022,Q3,Y
"2022-09-16","9/16/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK20,Fr,5,5,3,CY2022,Q3,Y
"2022-09-17","9/17/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Sa,5,5,4,CY2022,Q3,N
"2022-09-18","9/18/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Su,5,5,4,CY2022,Q3,N
"2022-09-19","9/19/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Mo,5,5,4,CY2022,Q3,Y
"2022-09-20","9/20/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Tu,5,5,4,CY2022,Q3,Y
"2022-09-21","9/21/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,We,5,5,4,CY2022,Q3,Y
"2022-09-22","9/22/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Th,5,5,4,CY2022,Q3,Y
"2022-09-23","9/23/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK21,Fr,5,5,4,CY2022,Q3,Y
"2022-09-24","9/24/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Sa,5,5,5,CY2022,Q3,N
"2022-09-25","9/25/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Su,5,5,5,CY2022,Q3,N
"2022-09-26","9/26/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Mo,5,5,5,CY2022,Q3,Y
"2022-09-27","9/27/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Tu,5,5,5,CY2022,Q3,Y
"2022-09-28","9/28/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,We,5,5,5,CY2022,Q3,Y
"2022-09-29","9/29/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Th,5,5,5,CY2022,Q3,Y
"2022-09-30","9/30/2022",FY23 05 SEP,FY23 05 Sep,FY2023,Q2,SEP,WK22,Fr,5,5,5,CY2022,Q3,Y
"2022-10-01","10/1/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Sa,6,4,1,CY2022,Q4,N
"2022-10-02","10/2/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Su,6,4,1,CY2022,Q4,N
"2022-10-03","10/3/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Mo,6,4,1,CY2022,Q4,Y
"2022-10-04","10/4/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Tu,6,4,1,CY2022,Q4,Y
"2022-10-05","10/5/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,We,6,4,1,CY2022,Q4,Y
"2022-10-06","10/6/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Th,6,4,1,CY2022,Q4,Y
"2022-10-07","10/7/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK23,Fr,6,4,1,CY2022,Q4,Y
"2022-10-08","10/8/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Sa,6,4,2,CY2022,Q4,N
"2022-10-09","10/9/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Su,6,4,2,CY2022,Q4,N
"2022-10-10","10/10/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Mo,6,4,2,CY2022,Q4,Y
"2022-10-11","10/11/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Tu,6,4,2,CY2022,Q4,Y
"2022-10-12","10/12/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,We,6,4,2,CY2022,Q4,Y
"2022-10-13","10/13/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Th,6,4,2,CY2022,Q4,Y
"2022-10-14","10/14/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK24,Fr,6,4,2,CY2022,Q4,Y
"2022-10-15","10/15/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Sa,6,4,3,CY2022,Q4,N
"2022-10-16","10/16/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Su,6,4,3,CY2022,Q4,N
"2022-10-17","10/17/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Mo,6,4,3,CY2022,Q4,Y
"2022-10-18","10/18/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Tu,6,4,3,CY2022,Q4,Y
"2022-10-19","10/19/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,We,6,4,3,CY2022,Q4,Y
"2022-10-20","10/20/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Th,6,4,3,CY2022,Q4,Y
"2022-10-21","10/21/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK25,Fr,6,4,3,CY2022,Q4,Y
"2022-10-22","10/22/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Sa,6,4,4,CY2022,Q4,N
"2022-10-23","10/23/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Su,6,4,4,CY2022,Q4,N
"2022-10-24","10/24/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Mo,6,4,4,CY2022,Q4,Y
"2022-10-25","10/25/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Tu,6,4,4,CY2022,Q4,Y
"2022-10-26","10/26/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,We,6,4,4,CY2022,Q4,Y
"2022-10-27","10/27/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Th,6,4,4,CY2022,Q4,Y
"2022-10-28","10/28/2022",FY23 06 OCT,FY23 06 Oct,FY2023,Q2,OCT,WK26,Fr,6,4,4,CY2022,Q4,Y
"2022-10-29","10/29/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Sa,7,4,1,CY2022,Q4,N
"2022-10-30","10/30/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Su,7,4,1,CY2022,Q4,N
"2022-10-31","10/31/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Mo,7,4,1,CY2022,Q4,Y
"2022-11-01","11/1/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Tu,7,4,1,CY2022,Q4,Y
"2022-11-02","11/2/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,We,7,4,1,CY2022,Q4,Y
"2022-11-03","11/3/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Th,7,4,1,CY2022,Q4,Y
"2022-11-04","11/4/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK27,Fr,7,4,1,CY2022,Q4,Y
"2022-11-05","11/5/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Sa,7,4,2,CY2022,Q4,N
"2022-11-06","11/6/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Su,7,4,2,CY2022,Q4,N
"2022-11-07","11/7/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Mo,7,4,2,CY2022,Q4,Y
"2022-11-08","11/8/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Tu,7,4,2,CY2022,Q4,Y
"2022-11-09","11/9/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,We,7,4,2,CY2022,Q4,Y
"2022-11-10","11/10/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Th,7,4,2,CY2022,Q4,Y
"2022-11-11","11/11/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK28,Fr,7,4,2,CY2022,Q4,Y
"2022-11-12","11/12/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Sa,7,4,3,CY2022,Q4,N
"2022-11-13","11/13/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Su,7,4,3,CY2022,Q4,N
"2022-11-14","11/14/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Mo,7,4,3,CY2022,Q4,Y
"2022-11-15","11/15/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Tu,7,4,3,CY2022,Q4,Y
"2022-11-16","11/16/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,We,7,4,3,CY2022,Q4,Y
"2022-11-17","11/17/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Th,7,4,3,CY2022,Q4,Y
"2022-11-18","11/18/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK29,Fr,7,4,3,CY2022,Q4,Y
"2022-11-19","11/19/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Sa,7,4,4,CY2022,Q4,N
"2022-11-20","11/20/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Su,7,4,4,CY2022,Q4,N
"2022-11-21","11/21/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Mo,7,4,4,CY2022,Q4,Y
"2022-11-22","11/22/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Tu,7,4,4,CY2022,Q4,Y
"2022-11-23","11/23/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,We,7,4,4,CY2022,Q4,Y
"2022-11-24","11/24/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Th,7,4,4,CY2022,Q4,Y
"2022-11-25","11/25/2022",FY23 07 NOV,FY23 07 Nov,FY2023,Q3,NOV,WK30,Fr,7,4,4,CY2022,Q4,Y
"2022-11-26","11/26/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Sa,8,5,1,CY2022,Q4,N
"2022-11-27","11/27/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Su,8,5,1,CY2022,Q4,N
"2022-11-28","11/28/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Mo,8,5,1,CY2022,Q4,Y
"2022-11-29","11/29/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Tu,8,5,1,CY2022,Q4,Y
"2022-11-30","11/30/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,We,8,5,1,CY2022,Q4,Y
"2022-12-01","12/1/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Th,8,5,1,CY2022,Q4,Y
"2022-12-02","12/2/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK31,Fr,8,5,1,CY2022,Q4,Y
"2022-12-03","12/3/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Sa,8,5,2,CY2022,Q4,N
"2022-12-04","12/4/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Su,8,5,2,CY2022,Q4,N
"2022-12-05","12/5/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Mo,8,5,2,CY2022,Q4,Y
"2022-12-06","12/6/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Tu,8,5,2,CY2022,Q4,Y
"2022-12-07","12/7/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,We,8,5,2,CY2022,Q4,Y
"2022-12-08","12/8/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Th,8,5,2,CY2022,Q4,Y
"2022-12-09","12/9/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK32,Fr,8,5,2,CY2022,Q4,Y
"2022-12-10","12/10/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Sa,8,5,3,CY2022,Q4,N
"2022-12-11","12/11/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Su,8,5,3,CY2022,Q4,N
"2022-12-12","12/12/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Mo,8,5,3,CY2022,Q4,Y
"2022-12-13","12/13/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Tu,8,5,3,CY2022,Q4,Y
"2022-12-14","12/14/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,We,8,5,3,CY2022,Q4,Y
"2022-12-15","12/15/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Th,8,5,3,CY2022,Q4,Y
"2022-12-16","12/16/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK33,Fr,8,5,3,CY2022,Q4,Y
"2022-12-17","12/17/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Sa,8,5,4,CY2022,Q4,N
"2022-12-18","12/18/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Su,8,5,4,CY2022,Q4,N
"2022-12-19","12/19/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Mo,8,5,4,CY2022,Q4,Y
"2022-12-20","12/20/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Tu,8,5,4,CY2022,Q4,Y
"2022-12-21","12/21/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,We,8,5,4,CY2022,Q4,Y
"2022-12-22","12/22/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Th,8,5,4,CY2022,Q4,Y
"2022-12-23","12/23/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK34,Fr,8,5,4,CY2022,Q4,Y
"2022-12-24","12/24/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Sa,8,5,5,CY2022,Q4,N
"2022-12-25","12/25/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Su,8,5,5,CY2022,Q4,N
"2022-12-26","12/26/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Mo,8,5,5,CY2022,Q4,Y
"2022-12-27","12/27/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Tu,8,5,5,CY2022,Q4,Y
"2022-12-28","12/28/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,We,8,5,5,CY2022,Q4,Y
"2022-12-29","12/29/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Th,8,5,5,CY2022,Q4,Y
"2022-12-30","12/30/2022",FY23 08 DEC,FY23 08 Dec,FY2023,Q3,DEC,WK35,Fr,8,5,5,CY2022,Q4,Y
"2022-12-31","12/31/2022",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Sa,9,4,1,CY2022,Q4,N
"2023-01-01","1/1/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Su,9,4,1,CY2023,Q1,N
"2023-01-02","1/2/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Mo,9,4,1,CY2023,Q1,Y
"2023-01-03","1/3/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Tu,9,4,1,CY2023,Q1,Y
"2023-01-04","1/4/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,We,9,4,1,CY2023,Q1,Y
"2023-01-05","1/5/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Th,9,4,1,CY2023,Q1,Y
"2023-01-06","1/6/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK36,Fr,9,4,1,CY2023,Q1,Y
"2023-01-07","1/7/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK37,Sa,9,4,2,CY2023,Q1,N
"2023-01-08","1/8/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK37,Su,9,4,2,CY2023,Q1,N
"2023-01-09","1/9/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK37,Mo,9,4,2,CY2023,Q1,Y
"2023-01-10","1/10/2023",FY23 09 JAN,FY23 09 Jan,FY2023,Q3,JAN,WK37,Tu,9,4,2,CY2023,Q1,Y
